SKU,MaterialName,Category,Supplier,UnitPrice,StockQty,Status,UpdatedAt
SKU-019902,Material2902,Packaging,Acme Corp,38.44,1314,Pending,2026-01-07
SKU-019903,Material2903,Fixture,Umbrella,39.81,1321,Backorder,2026-02-18
SKU-019904,Material2904,Consumable,Acme Corp,41.18,1328,Active,2026-03-02
SKU-019905,Material2905,Raw Material,Umbrella,42.55,1335,Discontinued,2026-04-13
SKU-019906,Material2906,Component,Acme Corp,43.92,1342,Pending,2026-05-24
SKU-019907,Material2907,Packaging,Umbrella,45.29,1349,Backorder,2026-06-08
SKU-019908,Material2908,Fixture,Acme Corp,46.66,1356,Active,2026-01-19
SKU-019909,Material2909,Consumable,Umbrella,48.03,1363,Discontinued,2026-02-03
SKU-019910,Material2910,Raw Material,Acme Corp,49.40,1370,Pending,2026-03-14
SKU-019911,Material2911,Component,Umbrella,50.77,1377,Backorder,2026-04-25
SKU-019912,Material2912,Packaging,Acme Corp,52.14,1384,Active,2026-05-09
SKU-019913,Material2913,Fixture,Umbrella,53.51,1391,Discontinued,2026-06-20
SKU-019914,Material2914,Consumable,Acme Corp,54.88,1398,Pending,2026-01-04
SKU-019915,Material2915,Raw Material,Umbrella,56.25,1405,Backorder,2026-02-15
SKU-019916,Material2916,Component,Acme Corp,57.62,1412,Active,2026-03-26
SKU-019917,Material2917,Packaging,Umbrella,10.09,1419,Discontinued,2026-04-10
SKU-019918,Material2918,Fixture,Acme Corp,11.46,1426,Pending,2026-05-21
SKU-019919,Material2919,Consumable,Umbrella,12.83,1433,Backorder,2026-06-05
SKU-019920,Material2920,Raw Material,Acme Corp,14.20,1440,Active,2026-01-16
SKU-019921,Material2921,Component,Umbrella,15.57,1447,Discontinued,2026-02-27
SKU-019922,Material2922,Packaging,Acme Corp,16.94,1454,Pending,2026-03-11
SKU-019923,Material2923,Fixture,Umbrella,18.31,1461,Backorder,2026-04-22
SKU-019924,Material2924,Consumable,Acme Corp,19.68,1468,Active,2026-05-06
SKU-019925,Material2925,Raw Material,Umbrella,21.05,1475,Discontinued,2026-06-17
SKU-019926,Material2926,Component,Acme Corp,22.42,1482,Pending,2026-01-01
SKU-019927,Material2927,Packaging,Umbrella,23.79,1489,Backorder,2026-02-12
SKU-019928,Material2928,Fixture,Acme Corp,25.16,1496,Active,2026-03-23
SKU-019929,Material2929,Consumable,Umbrella,26.53,1503,Discontinued,2026-04-07
SKU-019930,Material2930,Raw Material,Acme Corp,27.90,1510,Pending,2026-05-18
SKU-019931,Material2931,Component,Umbrella,29.27,1517,Backorder,2026-06-02
SKU-019932,Material2932,Packaging,Acme Corp,30.64,1524,Active,2026-01-13
SKU-019933,Material2933,Fixture,Umbrella,32.01,1531,Discontinued,2026-02-24
SKU-019934,Material2934,Consumable,Acme Corp,33.38,1538,Pending,2026-03-08
SKU-019935,Material2935,Raw Material,Umbrella,34.75,1545,Backorder,2026-04-19
SKU-019936,Material2936,Component,Acme Corp,36.12,1552,Active,2026-05-03
SKU-019937,Material2937,Packaging,Umbrella,37.49,1559,Discontinued,2026-06-14
SKU-019938,Material2938,Fixture,Acme Corp,38.86,1566,Pending,2026-01-25
SKU-019939,Material2939,Consumable,Umbrella,40.23,1573,Backorder,2026-02-09
SKU-019940,Material2940,Raw Material,Acme Corp,41.60,1580,Active,2026-03-20
SKU-019941,Material2941,Component,Umbrella,42.97,1587,Discontinued,2026-04-04
SKU-019942,Material2942,Packaging,Acme Corp,44.34,1594,Pending,2026-05-15
SKU-019943,Material2943,Fixture,Umbrella,45.71,1601,Backorder,2026-06-26
SKU-019944,Material2944,Consumable,Acme Corp,47.08,1608,Active,2026-01-10
SKU-019945,Material2945,Raw Material,Umbrella,48.45,1615,Discontinued,2026-02-21
SKU-019946,Material2946,Component,Acme Corp,49.82,1622,Pending,2026-03-05
SKU-019947,Material2947,Packaging,Umbrella,51.19,1629,Backorder,2026-04-16
SKU-019948,Material2948,Fixture,Acme Corp,52.56,1636,Active,2026-05-27
SKU-019949,Material2949,Consumable,Umbrella,53.93,1643,Discontinued,2026-06-11
SKU-019950,Material2950,Raw Material,Acme Corp,55.30,1650,Pending,2026-01-22
SKU-019951,Material2951,Component,Umbrella,56.67,1657,Backorder,2026-02-06
SKU-019952,Material2952,Packaging,Acme Corp,58.04,1664,Active,2026-03-17
SKU-019953,Material2953,Fixture,Umbrella,10.51,1671,Discontinued,2026-04-01
SKU-019954,Material2954,Consumable,Acme Corp,11.88,1678,Pending,2026-05-12
SKU-019955,Material2955,Raw Material,Umbrella,13.25,1685,Backorder,2026-06-23
SKU-019956,Material2956,Component,Acme Corp,14.62,1692,Active,2026-01-07
SKU-019957,Material2957,Packaging,Umbrella,15.99,1699,Discontinued,2026-02-18
SKU-019958,Material2958,Fixture,Acme Corp,17.36,1706,Pending,2026-03-02
SKU-019959,Material2959,Consumable,Umbrella,18.73,1713,Backorder,2026-04-13
SKU-019960,Material2960,Raw Material,Acme Corp,20.10,1720,Active,2026-05-24
SKU-019961,Material2961,Component,Umbrella,21.47,1727,Discontinued,2026-06-08
SKU-019962,Material2962,Packaging,Acme Corp,22.84,1734,Pending,2026-01-19
SKU-019963,Material2963,Fixture,Umbrella,24.21,1741,Backorder,2026-02-03
SKU-019964,Material2964,Consumable,Acme Corp,25.58,1748,Active,2026-03-14
SKU-019965,Material2965,Raw Material,Umbrella,26.95,1755,Discontinued,2026-04-25
SKU-019966,Material2966,Component,Acme Corp,28.32,1762,Pending,2026-05-09
SKU-019967,Material2967,Packaging,Umbrella,29.69,1769,Backorder,2026-06-20
SKU-019968,Material2968,Fixture,Acme Corp,31.06,1776,Active,2026-01-04
SKU-019969,Material2969,Consumable,Umbrella,32.43,1783,Discontinued,2026-02-15
SKU-019970,Material2970,Raw Material,Acme Corp,33.80,1790,Pending,2026-03-26
SKU-019971,Material2971,Component,Umbrella,35.17,1797,Backorder,2026-04-10
SKU-019972,Material2972,Packaging,Acme Corp,36.54,1804,Active,2026-05-21
SKU-019973,Material2973,Fixture,Umbrella,37.91,1811,Discontinued,2026-06-05
SKU-019974,Material2974,Consumable,Acme Corp,39.28,1818,Pending,2026-01-16
SKU-019975,Material2975,Raw Material,Umbrella,40.65,1825,Backorder,2026-02-27
SKU-019976,Material2976,Component,Acme Corp,42.02,1832,Active,2026-03-11
SKU-019977,Material2977,Packaging,Umbrella,43.39,1839,Discontinued,2026-04-22
SKU-019978,Material2978,Fixture,Acme Corp,44.76,1846,Pending,2026-05-06
SKU-019979,Material2979,Consumable,Umbrella,46.13,1853,Backorder,2026-06-17
SKU-019980,Material2980,Raw Material,Acme Corp,47.50,1860,Active,2026-01-01
SKU-019981,Material2981,Component,Umbrella,48.87,1867,Discontinued,2026-02-12
SKU-019982,Material2982,Packaging,Acme Corp,50.24,1874,Pending,2026-03-23
SKU-019983,Material2983,Fixture,Umbrella,51.61,1881,Backorder,2026-04-07
SKU-019984,Material2984,Consumable,Acme Corp,52.98,1888,Active,2026-05-18
SKU-019985,Material2985,Raw Material,Umbrella,54.35,1895,Discontinued,2026-06-02
SKU-019986,Material2986,Component,Acme Corp,55.72,1902,Pending,2026-01-13
SKU-019987,Material2987,Packaging,Umbrella,57.09,1909,Backorder,2026-02-24
SKU-019988,Material2988,Fixture,Acme Corp,58.46,1916,Active,2026-03-08
SKU-019989,Material2989,Consumable,Umbrella,10.93,1923,Discontinued,2026-04-19
SKU-019990,Material2990,Raw Material,Acme Corp,12.30,1930,Pending,2026-05-03
SKU-019991,Material2991,Component,Umbrella,13.67,1937,Backorder,2026-06-14
SKU-019992,Material2992,Packaging,Acme Corp,15.04,1944,Active,2026-01-25
SKU-019993,Material2993,Fixture,Umbrella,16.41,1951,Discontinued,2026-02-09
SKU-019994,Material2994,Consumable,Acme Corp,17.78,1958,Pending,2026-03-20
SKU-019995,Material2995,Raw Material,Umbrella,19.15,1965,Backorder,2026-04-04
SKU-019996,Material2996,Component,Acme Corp,20.52,1972,Active,2026-05-15
SKU-019997,Material2997,Packaging,Umbrella,21.89,1979,Discontinued,2026-06-26
SKU-019998,Material2998,Fixture,Acme Corp,23.26,1986,Pending,2026-01-10
SKU-019999,Material2999,Consumable,Umbrella,24.63,1993,Backorder,2026-02-21
SKU-020000,Material3000,Raw Material,Acme Corp,26.00,0,Active,2026-03-05
SKU-020001,Material3001,Component,Umbrella,27.37,7,Discontinued,2026-04-16
SKU-020002,Material3002,Packaging,Acme Corp,28.74,14,Pending,2026-05-27
SKU-020003,Material3003,Fixture,Umbrella,30.11,21,Backorder,2026-06-11
SKU-020004,Material3004,Consumable,Acme Corp,31.48,28,Active,2026-01-22
SKU-020005,Material3005,Raw Material,Umbrella,32.85,35,Discontinued,2026-02-06
SKU-020006,Material3006,Component,Acme Corp,34.22,42,Pending,2026-03-17
SKU-020007,Material3007,Packaging,Umbrella,35.59,49,Backorder,2026-04-01
SKU-020008,Material3008,Fixture,Acme Corp,36.96,56,Active,2026-05-12
SKU-020009,Material3009,Consumable,Umbrella,38.33,63,Discontinued,2026-06-23
SKU-020010,Material3010,Raw Material,Acme Corp,39.70,70,Pending,2026-01-07
SKU-020011,Material3011,Component,Umbrella,41.07,77,Backorder,2026-02-18
SKU-020012,Material3012,Packaging,Acme Corp,42.44,84,Active,2026-03-02
SKU-020013,Material3013,Fixture,Umbrella,43.81,91,Discontinued,2026-04-13
SKU-020014,Material3014,Consumable,Acme Corp,45.18,98,Pending,2026-05-24
SKU-020015,Material3015,Raw Material,Umbrella,46.55,105,Backorder,2026-06-08
SKU-020016,Material3016,Component,Acme Corp,47.92,112,Active,2026-01-19
SKU-020017,Material3017,Packaging,Umbrella,49.29,119,Discontinued,2026-02-03
SKU-020018,Material3018,Fixture,Acme Corp,50.66,126,Pending,2026-03-14
SKU-020019,Material3019,Consumable,Umbrella,52.03,133,Backorder,2026-04-25
SKU-020020,Material3020,Raw Material,Acme Corp,53.40,140,Active,2026-05-09
SKU-020021,Material3021,Component,Umbrella,54.77,147,Discontinued,2026-06-20
SKU-020022,Material3022,Packaging,Acme Corp,56.14,154,Pending,2026-01-04
SKU-020023,Material3023,Fixture,Umbrella,57.51,161,Backorder,2026-02-15
SKU-020024,Material3024,Consumable,Acme Corp,58.88,168,Active,2026-03-26
SKU-020025,Material3025,Raw Material,Umbrella,11.35,175,Discontinued,2026-04-10
SKU-020026,Material3026,Component,Acme Corp,12.72,182,Pending,2026-05-21
SKU-020027,Material3027,Packaging,Umbrella,14.09,189,Backorder,2026-06-05
SKU-020028,Material3028,Fixture,Acme Corp,15.46,196,Active,2026-01-16
SKU-020029,Material3029,Consumable,Umbrella,16.83,203,Discontinued,2026-02-27
SKU-020030,Material3030,Raw Material,Acme Corp,18.20,210,Pending,2026-03-11
SKU-020031,Material3031,Component,Umbrella,19.57,217,Backorder,2026-04-22
SKU-020032,Material3032,Packaging,Acme Corp,20.94,224,Active,2026-05-06
SKU-020033,Material3033,Fixture,Umbrella,22.31,231,Discontinued,2026-06-17
SKU-020034,Material3034,Consumable,Acme Corp,23.68,238,Pending,2026-01-01
SKU-020035,Material3035,Raw Material,Umbrella,25.05,245,Backorder,2026-02-12
SKU-020036,Material3036,Component,Acme Corp,26.42,252,Active,2026-03-23
SKU-020037,Material3037,Packaging,Umbrella,27.79,259,Discontinued,2026-04-07
SKU-020038,Material3038,Fixture,Acme Corp,29.16,266,Pending,2026-05-18
SKU-020039,Material3039,Consumable,Umbrella,30.53,273,Backorder,2026-06-02
SKU-020040,Material3040,Raw Material,Acme Corp,31.90,280,Active,2026-01-13
SKU-020041,Material3041,Component,Umbrella,33.27,287,Discontinued,2026-02-24
SKU-020042,Material3042,Packaging,Acme Corp,34.64,294,Pending,2026-03-08
SKU-020043,Material3043,Fixture,Umbrella,36.01,301,Backorder,2026-04-19
SKU-020044,Material3044,Consumable,Acme Corp,37.38,308,Active,2026-05-03
SKU-020045,Material3045,Raw Material,Umbrella,38.75,315,Discontinued,2026-06-14
SKU-020046,Material3046,Component,Acme Corp,40.12,322,Pending,2026-01-25
SKU-020047,Material3047,Packaging,Umbrella,41.49,329,Backorder,2026-02-09
SKU-020048,Material3048,Fixture,Acme Corp,42.86,336,Active,2026-03-20
SKU-020049,Material3049,Consumable,Umbrella,44.23,343,Discontinued,2026-04-04
SKU-020050,Material3050,Raw Material,Acme Corp,45.60,350,Pending,2026-05-15
SKU-020051,Material3051,Component,Umbrella,46.97,357,Backorder,2026-06-26
SKU-020052,Material3052,Packaging,Acme Corp,48.34,364,Active,2026-01-10
SKU-020053,Material3053,Fixture,Umbrella,49.71,371,Discontinued,2026-02-21
SKU-020054,Material3054,Consumable,Acme Corp,51.08,378,Pending,2026-03-05
SKU-020055,Material3055,Raw Material,Umbrella,52.45,385,Backorder,2026-04-16
SKU-020056,Material3056,Component,Acme Corp,53.82,392,Active,2026-05-27
SKU-020057,Material3057,Packaging,Umbrella,55.19,399,Discontinued,2026-06-11
SKU-020058,Material3058,Fixture,Acme Corp,56.56,406,Pending,2026-01-22
SKU-020059,Material3059,Consumable,Umbrella,57.93,413,Backorder,2026-02-06
SKU-020060,Material3060,Raw Material,Acme Corp,10.40,420,Active,2026-03-17
SKU-020061,Material3061,Component,Umbrella,11.77,427,Discontinued,2026-04-01
SKU-020062,Material3062,Packaging,Acme Corp,13.14,434,Pending,2026-05-12
SKU-020063,Material3063,Fixture,Umbrella,14.51,441,Backorder,2026-06-23
SKU-020064,Material3064,Consumable,Acme Corp,15.88,448,Active,2026-01-07
SKU-020065,Material3065,Raw Material,Umbrella,17.25,455,Discontinued,2026-02-18
SKU-020066,Material3066,Component,Acme Corp,18.62,462,Pending,2026-03-02
SKU-020067,Material3067,Packaging,Umbrella,19.99,469,Backorder,2026-04-13
SKU-020068,Material3068,Fixture,Acme Corp,21.36,476,Active,2026-05-24
SKU-020069,Material3069,Consumable,Umbrella,22.73,483,Discontinued,2026-06-08
SKU-020070,Material3070,Raw Material,Acme Corp,24.10,490,Pending,2026-01-19
SKU-020071,Material3071,Component,Umbrella,25.47,497,Backorder,2026-02-03
SKU-020072,Material3072,Packaging,Acme Corp,26.84,504,Active,2026-03-14
SKU-020073,Material3073,Fixture,Umbrella,28.21,511,Discontinued,2026-04-25
SKU-020074,Material3074,Consumable,Acme Corp,29.58,518,Pending,2026-05-09
SKU-020075,Material3075,Raw Material,Umbrella,30.95,525,Backorder,2026-06-20
SKU-020076,Material3076,Component,Acme Corp,32.32,532,Active,2026-01-04
SKU-020077,Material3077,Packaging,Umbrella,33.69,539,Discontinued,2026-02-15
SKU-020078,Material3078,Fixture,Acme Corp,35.06,546,Pending,2026-03-26
SKU-020079,Material3079,Consumable,Umbrella,36.43,553,Backorder,2026-04-10
SKU-020080,Material3080,Raw Material,Acme Corp,37.80,560,Active,2026-05-21
SKU-020081,Material3081,Component,Umbrella,39.17,567,Discontinued,2026-06-05
SKU-020082,Material3082,Packaging,Acme Corp,40.54,574,Pending,2026-01-16
SKU-020083,Material3083,Fixture,Umbrella,41.91,581,Backorder,2026-02-27
SKU-020084,Material3084,Consumable,Acme Corp,43.28,588,Active,2026-03-11
SKU-020085,Material3085,Raw Material,Umbrella,44.65,595,Discontinued,2026-04-22
SKU-020086,Material3086,Component,Acme Corp,46.02,602,Pending,2026-05-06
SKU-020087,Material3087,Packaging,Umbrella,47.39,609,Backorder,2026-06-17
SKU-020088,Material3088,Fixture,Acme Corp,48.76,616,Active,2026-01-01
SKU-020089,Material3089,Consumable,Umbrella,50.13,623,Discontinued,2026-02-12
SKU-020090,Material3090,Raw Material,Acme Corp,51.50,630,Pending,2026-03-23
SKU-020091,Material3091,Component,Umbrella,52.87,637,Backorder,2026-04-07
SKU-020092,Material3092,Packaging,Acme Corp,54.24,644,Active,2026-05-18
SKU-020093,Material3093,Fixture,Umbrella,55.61,651,Discontinued,2026-06-02
SKU-020094,Material3094,Consumable,Acme Corp,56.98,658,Pending,2026-01-13
SKU-020095,Material3095,Raw Material,Umbrella,58.35,665,Backorder,2026-02-24
SKU-020096,Material3096,Component,Acme Corp,10.82,672,Active,2026-03-08
SKU-020097,Material3097,Packaging,Umbrella,12.19,679,Discontinued,2026-04-19
SKU-020098,Material3098,Fixture,Acme Corp,13.56,686,Pending,2026-05-03
SKU-020099,Material3099,Consumable,Umbrella,14.93,693,Backorder,2026-06-14
SKU-020100,Material3100,Raw Material,Acme Corp,16.30,700,Active,2026-01-25
SKU-020101,Material3101,Component,Umbrella,17.67,707,Discontinued,2026-02-09
SKU-020102,Material3102,Packaging,Acme Corp,19.04,714,Pending,2026-03-20
SKU-020103,Material3103,Fixture,Umbrella,20.41,721,Backorder,2026-04-04
SKU-020104,Material3104,Consumable,Acme Corp,21.78,728,Active,2026-05-15
SKU-020105,Material3105,Raw Material,Umbrella,23.15,735,Discontinued,2026-06-26
SKU-020106,Material3106,Component,Acme Corp,24.52,742,Pending,2026-01-10
SKU-020107,Material3107,Packaging,Umbrella,25.89,749,Backorder,2026-02-21
SKU-020108,Material3108,Fixture,Acme Corp,27.26,756,Active,2026-03-05
SKU-020109,Material3109,Consumable,Umbrella,28.63,763,Discontinued,2026-04-16
SKU-020110,Material3110,Raw Material,Acme Corp,30.00,770,Pending,2026-05-27
SKU-020111,Material3111,Component,Umbrella,31.37,777,Backorder,2026-06-11
SKU-020112,Material3112,Packaging,Acme Corp,32.74,784,Active,2026-01-22
SKU-020113,Material3113,Fixture,Umbrella,34.11,791,Discontinued,2026-02-06
SKU-020114,Material3114,Consumable,Acme Corp,35.48,798,Pending,2026-03-17
SKU-020115,Material3115,Raw Material,Umbrella,36.85,805,Backorder,2026-04-01
SKU-020116,Material3116,Component,Acme Corp,38.22,812,Active,2026-05-12
SKU-020117,Material3117,Packaging,Umbrella,39.59,819,Discontinued,2026-06-23
SKU-020118,Material3118,Fixture,Acme Corp,40.96,826,Pending,2026-01-07
SKU-020119,Material3119,Consumable,Umbrella,42.33,833,Backorder,2026-02-18
SKU-020120,Material3120,Raw Material,Acme Corp,43.70,840,Active,2026-03-02
SKU-020121,Material3121,Component,Umbrella,45.07,847,Discontinued,2026-04-13
SKU-020122,Material3122,Packaging,Acme Corp,46.44,854,Pending,2026-05-24
SKU-020123,Material3123,Fixture,Umbrella,47.81,861,Backorder,2026-06-08
SKU-020124,Material3124,Consumable,Acme Corp,49.18,868,Active,2026-01-19
SKU-020125,Material3125,Raw Material,Umbrella,50.55,875,Discontinued,2026-02-03
SKU-020126,Material3126,Component,Acme Corp,51.92,882,Pending,2026-03-14
SKU-020127,Material3127,Packaging,Umbrella,53.29,889,Backorder,2026-04-25
SKU-020128,Material3128,Fixture,Acme Corp,54.66,896,Active,2026-05-09
SKU-020129,Material3129,Consumable,Umbrella,56.03,903,Discontinued,2026-06-20
SKU-020130,Material3130,Raw Material,Acme Corp,57.40,910,Pending,2026-01-04
SKU-020131,Material3131,Component,Umbrella,58.77,917,Backorder,2026-02-15
SKU-020132,Material3132,Packaging,Acme Corp,11.24,924,Active,2026-03-26
SKU-020133,Material3133,Fixture,Umbrella,12.61,931,Discontinued,2026-04-10
SKU-020134,Material3134,Consumable,Acme Corp,13.98,938,Pending,2026-05-21
SKU-020135,Material3135,Raw Material,Umbrella,15.35,945,Backorder,2026-06-05
SKU-020136,Material3136,Component,Acme Corp,16.72,952,Active,2026-01-16
SKU-020137,Material3137,Packaging,Umbrella,18.09,959,Discontinued,2026-02-27
SKU-020138,Material3138,Fixture,Acme Corp,19.46,966,Pending,2026-03-11
SKU-020139,Material3139,Consumable,Umbrella,20.83,973,Backorder,2026-04-22
SKU-020140,Material3140,Raw Material,Acme Corp,22.20,980,Active,2026-05-06
SKU-020141,Material3141,Component,Umbrella,23.57,987,Discontinued,2026-06-17
SKU-020142,Material3142,Packaging,Acme Corp,24.94,994,Pending,2026-01-01
SKU-020143,Material3143,Fixture,Umbrella,26.31,1001,Backorder,2026-02-12
SKU-020144,Material3144,Consumable,Acme Corp,27.68,1008,Active,2026-03-23
SKU-020145,Material3145,Raw Material,Umbrella,29.05,1015,Discontinued,2026-04-07
SKU-020146,Material3146,Component,Acme Corp,30.42,1022,Pending,2026-05-18
SKU-020147,Material3147,Packaging,Umbrella,31.79,1029,Backorder,2026-06-02
SKU-020148,Material3148,Fixture,Acme Corp,33.16,1036,Active,2026-01-13
SKU-020149,Material3149,Consumable,Umbrella,34.53,1043,Discontinued,2026-02-24
SKU-020150,Material3150,Raw Material,Acme Corp,35.90,1050,Pending,2026-03-08
SKU-020151,Material3151,Component,Umbrella,37.27,1057,Backorder,2026-04-19
SKU-020152,Material3152,Packaging,Acme Corp,38.64,1064,Active,2026-05-03
SKU-020153,Material3153,Fixture,Umbrella,40.01,1071,Discontinued,2026-06-14
SKU-020154,Material3154,Consumable,Acme Corp,41.38,1078,Pending,2026-01-25
SKU-020155,Material3155,Raw Material,Umbrella,42.75,1085,Backorder,2026-02-09
SKU-020156,Material3156,Component,Acme Corp,44.12,1092,Active,2026-03-20
SKU-020157,Material3157,Packaging,Umbrella,45.49,1099,Discontinued,2026-04-04
SKU-020158,Material3158,Fixture,Acme Corp,46.86,1106,Pending,2026-05-15
SKU-020159,Material3159,Consumable,Umbrella,48.23,1113,Backorder,2026-06-26
SKU-020160,Material3160,Raw Material,Acme Corp,49.60,1120,Active,2026-01-10
SKU-020161,Material3161,Component,Umbrella,50.97,1127,Discontinued,2026-02-21
SKU-020162,Material3162,Packaging,Acme Corp,52.34,1134,Pending,2026-03-05
SKU-020163,Material3163,Fixture,Umbrella,53.71,1141,Backorder,2026-04-16
SKU-020164,Material3164,Consumable,Acme Corp,55.08,1148,Active,2026-05-27
SKU-020165,Material3165,Raw Material,Umbrella,56.45,1155,Discontinued,2026-06-11
SKU-020166,Material3166,Component,Acme Corp,57.82,1162,Pending,2026-01-22
SKU-020167,Material3167,Packaging,Umbrella,10.29,1169,Backorder,2026-02-06
SKU-020168,Material3168,Fixture,Acme Corp,11.66,1176,Active,2026-03-17
SKU-020169,Material3169,Consumable,Umbrella,13.03,1183,Discontinued,2026-04-01
SKU-020170,Material3170,Raw Material,Acme Corp,14.40,1190,Pending,2026-05-12
SKU-020171,Material3171,Component,Umbrella,15.77,1197,Backorder,2026-06-23
SKU-020172,Material3172,Packaging,Acme Corp,17.14,1204,Active,2026-01-07
SKU-020173,Material3173,Fixture,Umbrella,18.51,1211,Discontinued,2026-02-18
SKU-020174,Material3174,Consumable,Acme Corp,19.88,1218,Pending,2026-03-02
SKU-020175,Material3175,Raw Material,Umbrella,21.25,1225,Backorder,2026-04-13
SKU-020176,Material3176,Component,Acme Corp,22.62,1232,Active,2026-05-24
SKU-020177,Material3177,Packaging,Umbrella,23.99,1239,Discontinued,2026-06-08
SKU-020178,Material3178,Fixture,Acme Corp,25.36,1246,Pending,2026-01-19
SKU-020179,Material3179,Consumable,Umbrella,26.73,1253,Backorder,2026-02-03
SKU-020180,Material3180,Raw Material,Acme Corp,28.10,1260,Active,2026-03-14
SKU-020181,Material3181,Component,Umbrella,29.47,1267,Discontinued,2026-04-25
SKU-020182,Material3182,Packaging,Acme Corp,30.84,1274,Pending,2026-05-09
SKU-020183,Material3183,Fixture,Umbrella,32.21,1281,Backorder,2026-06-20
SKU-020184,Material3184,Consumable,Acme Corp,33.58,1288,Active,2026-01-04
SKU-020185,Material3185,Raw Material,Umbrella,34.95,1295,Discontinued,2026-02-15
SKU-020186,Material3186,Component,Acme Corp,36.32,1302,Pending,2026-03-26
SKU-020187,Material3187,Packaging,Umbrella,37.69,1309,Backorder,2026-04-10
SKU-020188,Material3188,Fixture,Acme Corp,39.06,1316,Active,2026-05-21
SKU-020189,Material3189,Consumable,Umbrella,40.43,1323,Discontinued,2026-06-05
SKU-020190,Material3190,Raw Material,Acme Corp,41.80,1330,Pending,2026-01-16
SKU-020191,Material3191,Component,Umbrella,43.17,1337,Backorder,2026-02-27
SKU-020192,Material3192,Packaging,Acme Corp,44.54,1344,Active,2026-03-11
SKU-020193,Material3193,Fixture,Umbrella,45.91,1351,Discontinued,2026-04-22
SKU-020194,Material3194,Consumable,Acme Corp,47.28,1358,Pending,2026-05-06
SKU-020195,Material3195,Raw Material,Umbrella,48.65,1365,Backorder,2026-06-17
SKU-020196,Material3196,Component,Acme Corp,50.02,1372,Active,2026-01-01
SKU-020197,Material3197,Packaging,Umbrella,51.39,1379,Discontinued,2026-02-12
SKU-020198,Material3198,Fixture,Acme Corp,52.76,1386,Pending,2026-03-23
SKU-020199,Material3199,Consumable,Umbrella,54.13,1393,Backorder,2026-04-07
SKU-020200,Material3200,Raw Material,Acme Corp,55.50,1400,Active,2026-05-18
SKU-020201,Material3201,Component,Umbrella,56.87,1407,Discontinued,2026-06-02
SKU-020202,Material3202,Packaging,Acme Corp,58.24,1414,Pending,2026-01-13
SKU-020203,Material3203,Fixture,Umbrella,10.71,1421,Backorder,2026-02-24
SKU-020204,Material3204,Consumable,Acme Corp,12.08,1428,Active,2026-03-08
SKU-020205,Material3205,Raw Material,Umbrella,13.45,1435,Discontinued,2026-04-19
SKU-020206,Material3206,Component,Acme Corp,14.82,1442,Pending,2026-05-03
SKU-020207,Material3207,Packaging,Umbrella,16.19,1449,Backorder,2026-06-14
SKU-020208,Material3208,Fixture,Acme Corp,17.56,1456,Active,2026-01-25
SKU-020209,Material3209,Consumable,Umbrella,18.93,1463,Discontinued,2026-02-09
SKU-020210,Material3210,Raw Material,Acme Corp,20.30,1470,Pending,2026-03-20
SKU-020211,Material3211,Component,Umbrella,21.67,1477,Backorder,2026-04-04
SKU-020212,Material3212,Packaging,Acme Corp,23.04,1484,Active,2026-05-15
SKU-020213,Material3213,Fixture,Umbrella,24.41,1491,Discontinued,2026-06-26
SKU-020214,Material3214,Consumable,Acme Corp,25.78,1498,Pending,2026-01-10
SKU-020215,Material3215,Raw Material,Umbrella,27.15,1505,Backorder,2026-02-21
SKU-020216,Material3216,Component,Acme Corp,28.52,1512,Active,2026-03-05
SKU-020217,Material3217,Packaging,Umbrella,29.89,1519,Discontinued,2026-04-16
SKU-020218,Material3218,Fixture,Acme Corp,31.26,1526,Pending,2026-05-27
SKU-020219,Material3219,Consumable,Umbrella,32.63,1533,Backorder,2026-06-11
SKU-020220,Material3220,Raw Material,Acme Corp,34.00,1540,Active,2026-01-22
SKU-020221,Material3221,Component,Umbrella,35.37,1547,Discontinued,2026-02-06
SKU-020222,Material3222,Packaging,Acme Corp,36.74,1554,Pending,2026-03-17
SKU-020223,Material3223,Fixture,Umbrella,38.11,1561,Backorder,2026-04-01
SKU-020224,Material3224,Consumable,Acme Corp,39.48,1568,Active,2026-05-12
SKU-020225,Material3225,Raw Material,Umbrella,40.85,1575,Discontinued,2026-06-23
SKU-020226,Material3226,Component,Acme Corp,42.22,1582,Pending,2026-01-07
SKU-020227,Material3227,Packaging,Umbrella,43.59,1589,Backorder,2026-02-18
SKU-020228,Material3228,Fixture,Acme Corp,44.96,1596,Active,2026-03-02
SKU-020229,Material3229,Consumable,Umbrella,46.33,1603,Discontinued,2026-04-13
SKU-020230,Material3230,Raw Material,Acme Corp,47.70,1610,Pending,2026-05-24
SKU-020231,Material3231,Component,Umbrella,49.07,1617,Backorder,2026-06-08
SKU-020232,Material3232,Packaging,Acme Corp,50.44,1624,Active,2026-01-19
SKU-020233,Material3233,Fixture,Umbrella,51.81,1631,Discontinued,2026-02-03
SKU-020234,Material3234,Consumable,Acme Corp,53.18,1638,Pending,2026-03-14
SKU-020235,Material3235,Raw Material,Umbrella,54.55,1645,Backorder,2026-04-25
SKU-020236,Material3236,Component,Acme Corp,55.92,1652,Active,2026-05-09
SKU-020237,Material3237,Packaging,Umbrella,57.29,1659,Discontinued,2026-06-20
SKU-020238,Material3238,Fixture,Acme Corp,58.66,1666,Pending,2026-01-04
